Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales,Total Advertising Cost of Sales (ACOS),Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales,7 Day Other SKU Sales
"Jul 14, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat anti slip,204,2,0.98%,$1.10,$2.20,$48.21,,,2,2,,,,,
"Jul 15, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat anti slip,267,6,2.25%,$1.10,$6.61,$48.21,,,2,2,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat anti slip,297,2,0.67%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat anti slip,182,2,1.1%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat anti slip,50,1,2.0%,$1.06,$1.06,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat anti slip,38,1,2.63%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub mat anti slip,28,1,3.57%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,bathtub machine washable mat non slip with travel suction cups,1,1,100.0%,$0.89,$0.89,$24.11,,,1,1,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,tubs nonslip mat,4,2,50.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,tubs nonslip mat,3,1,33.33%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,large skid free toilet brush non slip,2,2,100.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,shower stall mat non slip,19,2,10.53%,$1.16,$2.31,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,shower stall mat for tub floor bathtub non skid,3,1,33.33%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,shower runners non slip,2,1,50.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,shower mat non slip,12,2,16.67%,$1.16,$2.31,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,shower mat non slip,10,1,10.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,shower mat non slip bathtub machine washable,24,1,4.17%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non skid bathtub products,1,1,100.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,covera bathtub mat,3,2,66.67%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,covera bathtub mat,2,2,100.0%,$1.16,$2.31,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,covera bathtub mat,4,1,25.0%,$1.10,$1.10,$70.39,,,2,2,,,,,
"Jul 26, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,koverra bathtub mat non slip,15,2,13.33%,$1.16,$2.31,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,maximum tub grip nonslip bathtub pillows,5,1,20.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,guest runner gift anti slip mat,2,2,100.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 10, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,guest gift mat anti slip,3,1,33.33%,$1.10,$1.10,$48.21,,,2,2,,,,,
"Jul 23, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,anti slip toilet brushes,2,1,50.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,anti slip toilet brushes,2,2,100.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,anti slip compact mat pebble bathtub,6,1,16.67%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,anti slip strong and original full toilet brush,2,1,50.0%,$1.11,$1.11,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,anti slip bathtub mat,253,3,1.19%,$1.10,$3.31,$48.21,,,2,2,,,,,
"Jul 14, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,anti slip bathtub mat,453,3,0.66%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,anti slip bathtub mat,507,3,0.59%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,anti slip bathtub mat,23,2,8.7%,$1.16,$2.31,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,anti slip bathtub mat,60,1,1.67%,$1.10,$1.10,$48.21,,,2,2,,,,,
"Jul 28, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,anti slip bathtub mat size 4,4,1,25.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,anti slip bathtub mat with rv compact,1,1,100.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,anti slip quick drying bathtub rugs,2,2,100.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,anti slip mat for bathtub,4,1,25.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,ko vera thick tub grip bathtub mat original premium,2,1,50.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,ko vera bathtub mat,88,3,3.41%,$1.06,$3.18,$21.69,,,1,1,,,,,
"Jul 17, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,ko vera bathtub mat,40,1,2.5%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,ko vera bathtub mat,37,2,5.41%,$1.10,$2.19,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,ko vera bathtub mat,32,1,3.12%,$1.01,$1.01,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,ko vera bathtub mat,78,1,1.28%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,ko vera bathtub mat machine washable,2,1,50.0%,$1.10,$1.10,$48.21,,,2,2,,,,,
"Jul 23, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,ko vera mat,4,1,25.0%,$0.92,$0.92,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,anti slip machine washable bathtub mat for kitchen,6,3,50.0%,$1.14,$3.42,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,anti slip rv resistant mat,2,2,100.0%,$1.10,$2.20,$24.11,,,1,1,,,,,
"Jul 19, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip original bathtub mat with suction cups,1,1,100.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip pebble original bathtub compact mat,2,2,100.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip pebble original bathtub compact mat,1,1,100.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub runner rugs 20 inch strong to original,2,2,100.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub rugs,5,2,40.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 10, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,136,1,0.74%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,1098,4,0.36%,$1.10,$4.41,$24.11,,,1,1,,,,,
"Jul 13, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,1468,8,0.54%,$1.08,$8.68,$48.21,,,2,2,,,,,
"Jul 14, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,1391,13,0.93%,$1.08,$14.04,$48.21,,,2,2,,,,,
"Jul 15, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,1764,11,0.62%,$1.06,$11.66,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,2308,11,0.48%,$1.10,$12.12,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,1499,9,0.6%,$1.10,$9.92,$126.00,,,4,4,,,,,
"Jul 18, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,1662,11,0.66%,$1.10,$12.12,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,1507,9,0.6%,$1.10,$9.92,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,1034,8,0.77%,$0.98,$7.83,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,203,1,0.49%,$0.86,$0.86,$35.20,,,1,1,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,1171,14,1.2%,$1.10,$15.42,$59.30,,,2,2,,,,,
"Jul 23, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,1627,10,0.61%,$1.10,$11.02,$59.30,,,2,2,,,,,
"Jul 24, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,536,1,0.19%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,470,5,1.06%,$1.08,$5.38,$24.11,,,1,1,,,,,
"Jul 28, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,79,1,1.27%,$1.10,$1.10,$48.21,,,2,2,,,,,
"Jul 29, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,316,2,0.63%,$1.03,$2.06,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,232,3,1.29%,$1.10,$3.31,$24.11,,,1,1,,,,,
"Jul 31, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,1036,5,0.48%,$1.10,$5.51,$48.21,,,2,2,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat,390,2,0.51%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat size 4,5,1,20.0%,$1.08,$1.08,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat 5 inch,13,1,7.69%,$1.10,$1.10,$24.11,,,1,1,,,,,
"Jul 17, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat senior,52,2,3.85%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat senior,26,2,7.69%,$0.80,$1.59,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat senior,8,2,25.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat machine washable,172,3,1.74%,$1.10,$3.29,$72.32,,,3,3,,,,,
"Jul 18, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat machine washable,86,1,1.16%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat machine washable,68,2,2.94%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat machine washable,121,1,0.83%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat with suction cups,6,1,16.67%,$1.10,$1.10,$24.11,,,1,1,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub mat with suction cups,13,1,7.69%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip bathtub machine washable rugs,1,1,100.0%,$1.10,$1.10,$48.21,,,2,2,,,,,
"Jul 23, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip shower runners,1,1,100.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip shower bathtub runner rug mat,20,3,15.0%,$1.16,$3.47,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip shower bathtub runner rug mat,3,1,33.33%,$1.16,$1.16,$24.11,,,1,1,,,,,
"Jul 26, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip wide nordic bathtub mat,4,1,25.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip safety mat bathtub,4,2,50.0%,$1.16,$2.31,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip quick drying bathtub runner rugs wide suction cups,4,1,25.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip mat for original bathtub,5,1,20.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,nonslip mat for bathtub lightweight size 34 long ultra,5,1,20.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,kovera's mat,3,1,33.33%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,kovera's mat bathtub,8,1,12.5%,$0.85,$0.85,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip travel shower floor mat,1,1,100.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 10, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip rugs strong and corner tub grip thick,2,1,50.0%,$1.09,$1.09,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip rubber tub rugs for thick shower floor,1,1,100.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip quorras,47,3,6.38%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip quorras,51,1,1.96%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip toilet brushes,12,2,16.67%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip compact rugs flexible dorm odorless,1,1,100.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip compact rugs flexible dorm odorless with suction cups,2,2,100.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip family bathtub pillows,2,2,100.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip dremo,1,1,100.0%,$1.16,$1.16,$72.32,,,2,3,,,,,
"Jul 15, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip extra mat to modern a non skid rv shower curtain,7,1,14.29%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 23, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip pebble bathtub mat,12,1,8.33%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip pebble bathtub mat machine washable,6,2,33.33%,$1.16,$2.31,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip thick cushioned bathtub mat,8,3,37.5%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip thick cushioned bathtub mat machine washable,15,1,6.67%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip high guest bathtub mat,34,1,2.94%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip high guest bathtub mat,41,2,4.88%,$1.10,$2.20,$35.20,,,1,1,,,,,
"Jul 10, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub runner rugs,14,4,28.57%,$1.01,$4.06,$72.32,,,3,3,,,,,
"Jul 15, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub runner rugs,45,1,2.22%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub runner rugs,110,1,0.91%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub runner rugs,131,3,2.29%,$1.10,$3.31,$24.11,,,1,1,,,,,
"Jul 20, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub runner rugs,81,1,1.23%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub runner rugs,32,3,9.38%,$1.10,$3.31,$48.21,,,2,2,,,,,
"Jul 17, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub runner rugs with original premium,2,2,100.0%,$1.16,$2.31,$0.00,,,0,0,,,,,
"Jul 10, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub compact mat,2,1,50.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub wider nordic mat,6,2,33.33%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub pillows,23,2,8.7%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 23, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub dorm mat machine washable medium,10,1,10.0%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,298,1,0.34%,$1.10,$1.10,$24.11,,,1,1,,,,,
"Jul 12, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,2418,11,0.45%,$1.10,$12.12,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,4206,18,0.43%,$1.08,$19.47,$48.21,,,2,2,,,,,
"Jul 14, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,6591,14,0.21%,$1.10,$15.35,$161.27,,,6,6,,,,,
"Jul 15, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,6524,18,0.28%,$1.09,$19.68,$59.30,,,2,2,,,,,
"Jul 16, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,5769,24,0.42%,$1.10,$26.44,$24.11,,,1,1,,,,,
"Jul 17, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,5463,15,0.27%,$1.07,$16.05,$72.32,,,3,3,,,,,
"Jul 18, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,4365,17,0.39%,$1.10,$18.63,$59.30,,,2,2,,,,,
"Jul 19, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,4697,28,0.6%,$1.03,$28.71,$24.11,,,1,1,,,,,
"Jul 20, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,2578,14,0.54%,$1.10,$15.41,$111.21,,,4,4,,,,,
"Jul 21, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,471,4,0.85%,$1.10,$4.41,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,2050,5,0.24%,$1.12,$5.58,$0.00,,,0,0,,,,,
"Jul 23, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,3247,15,0.46%,$1.10,$16.53,$35.20,,,1,1,,,,,
"Jul 24, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,1217,7,0.58%,$1.10,$7.71,$48.21,,,2,2,,,,,
"Jul 25, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,1118,5,0.45%,$1.05,$5.24,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,1483,14,0.94%,$1.11,$15.49,$48.21,,,2,2,,,,,
"Jul 27, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,367,2,0.54%,$1.16,$2.31,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,332,1,0.3%,$1.16,$1.16,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,1338,6,0.45%,$1.08,$6.48,$24.11,,,1,1,,,,,
"Jul 30, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,1030,4,0.39%,$1.10,$4.41,$24.11,,,1,1,,,,,
"Jul 31, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,2251,15,0.67%,$1.10,$16.47,$48.21,,,2,2,,,,,
"Aug 01, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,1474,10,0.68%,$1.10,$11.01,$72.32,,,3,3,,,,,
"Aug 02, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat,1010,4,0.4%,$1.10,$4.41,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat 10 inch,11,2,18.18%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat rv,3,2,66.67%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,广泛大词,广泛大词 组,bathtub mat non slip,BROAD,non slip bathtub mat 30 portable small,1,1,100.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
